1.83 	0.35 	15.01 	65.84 	5.03 	10.07 	0.03 	0.85 	0.00 	960	40	40	30	390	100	20	50	850	0 1 0
0.03 	0.36 	22.88 	70.29 	3.85 	0.46 	0.06 	1.07 	0.00 	440	30	50	10	430	10	50	100	180	0 1 0
0.61 	0.00 	12.16 	75.16 	5.85 	4.57 	0.03 	0.71 	0.00 	550	30	60	0	410	80	30	50	360	0 1 0
0.31 	0.37 	24.12 	68.05 	4.19 	0.71 	0.05 	1.21 	0.00 	460	70	60	70	420	0	40	130	90	0 1 0
0.58 	0.02 	14.34 	69.34 	6.00 	7.68 	0.05 	0.99 	0.15 	10730	40	50	0	430	50	30	60	1120	0 1 0
1.14 	0.24 	13.92 	69.96 	5.87 	7.05 	0.03 	0.79 	0.00 	680	30	80	10	450	20	30	80	1310	0 1 0
0.65 	0.33 	21.35 	70.20 	5.28 	0.35 	0.07 	0.77 	0.00 	440	10	10	20	480	20	50	80	200	0 1 0
1.04 	0.03 	13.87 	73.71 	7.02 	2.56 	0.03 	0.73 	0.70 	24380	0	40	0	280	40	30	40	480	0 1 0
1.04 	0.10 	12.92 	72.87 	6.57 	4.87 	0.03 	0.59 	0.00 	570	30	40	0	400	80	30	50	480	0 1 0
0.68 	0.29 	18.05 	74.41 	3.85 	0.71 	0.07 	0.93 	0.00 	340	0	80	60	360	0	30	80	280	0 1 0
0.15 	0.23 	19.68 	72.45 	4.50 	0.95 	0.07 	0.97 	0.00 	480	50	70	20	350	10	40	70	100	0 1 0
0.44 	0.32 	19.67 	72.61 	3.93 	0.86 	0.08 	1.07 	0.00 	410	80	100	0	360	0	30	80	90	0 1 0
0.43 	1.05 	17.76 	71.39 	4.06 	3.23 	0.07 	1.00 	0.00 	400	30	70	60	390	0	40	90	90	0 1 0
0.49 	0.20 	17.40 	75.82 	3.37 	0.64 	0.06 	1.01 	0.00 	330	60	180	20	350	0	30	70	100	0 1 0
0.38 	0.25 	20.54 	71.29 	4.26 	1.10 	0.06 	1.13 	0.00 	450	50	70	0	410	0	30	90	130	0 1 0
1.47 	0.44 	19.84 	70.82 	4.48 	0.63 	0.07 	1.24 	0.00 	520	20	80	0	590	0	40	80	160	0 1 0
1.35 	0.16 	18.68 	72.03 	4.59 	1.33 	0.05 	0.81 	0.00 	260	60	130	30	540	20	40	70	120	0 1 0
1.21 	0.66 	18.12 	71.40 	4.80 	1.86 	0.03 	0.91 	0.00 	340	20	80	10	480	20	30	60	130	0 1 0
0.94 	0.31 	23.08 	69.88 	3.43 	0.41 	0.05 	0.91 	0.00 	580	50	60	20	500	30	30	80	250	0 1 0
0.67 	0.18 	19.01 	74.69 	3.20 	0.57 	0.06 	0.61 	0.00 	310	10	40	40	280	0	30	60	60	0 1 0
1.47 	0.33 	25.22 	66.57 	3.66 	0.50 	0.11 	1.13 	0.00 	540	40	80	40	500	40	30	80	150	0 1 0
0.82 	0.13 	18.36 	74.33 	3.40 	0.34 	0.07 	1.55 	0.00 	560	120	80	50	570	40	40	80	140	0 1 0
0.46 	0.26 	19.22 	73.07 	4.60 	0.47 	0.10 	0.82 	0.00 	310	50	70	20	410	10	40	100	110	0 1 0
1.31 	0.40 	27.18 	64.62 	3.93 	0.44 	0.05 	1.08 	0.00 	850	60	40	0	580	10	50	70	150	0 1 0
1.43 	0.03 	12.72 	71.88 	4.85 	7.24 	0.03 	0.83 	0.00 	550	60	70	30	400	130	30	70	420	0 1 0
1.52 	0.14 	12.64 	73.24 	5.19 	5.48 	0.03 	0.77 	0.00 	570	60	150	40	460	110	40	60	320	0 1 0
2.10 	0.00 	12.18 	72.74 	5.14 	6.22 	0.03 	0.61 	0.00 	440	40	90	10	380	100	20	30	330	0 1 0
0.84 	0.13 	13.70 	71.98 	5.51 	6.04 	0.02 	0.78 	0.00 	4170	0	60	10	430	30	40	110	470	0 1 0
0.98 	0.11 	8.78 	78.02 	4.59 	5.99 	0.03 	0.50 	0.00 	400	40	80	0	400	30	40	70	2730	0 1 0
0.97 	0.00 	13.37 	71.91 	5.32 	6.61 	0.03 	0.80 	0.00 	630	50	70	0	420	50	40	90	370	0 1 0
0.94 	0.16 	14.10 	70.62 	3.58 	9.12 	0.04 	0.44 	0.00 	510	60	70	10	320	90	30	50	730	0 1 0
1.66 	0.07 	12.21 	71.01 	3.04 	10.28 	0.05 	0.68 	0.00 	550	30	90	10	200	50	30	50	630	0 1 0
1.70 	0.08 	11.86 	72.17 	3.06 	9.55 	0.04 	0.54 	0.00 	460	70	60	20	290	70	30	50	550	0 1 0
2.23 	0.08 	12.50 	74.41 	4.20 	4.80 	0.04 	0.75 	0.00 	530	90	50	30	390	50	30	50	460	0 1 0
1.83 	0.00 	12.38 	74.86 	4.88 	4.27 	0.03 	0.81 	0.00 	610	70	110	0	490	110	30	60	300	0 1 0
0.86 	0.09 	13.17 	73.17 	5.84 	4.96 	0.03 	0.88 	0.00 	450	40	60	10	300	120	20	60	330	0 1 0
1.26 	0.21 	13.03 	73.81 	4.19 	5.90 	0.03 	0.59 	0.00 	380	50	40	0	380	60	30	60	390	0 1 0
0.51 	0.27 	13.94 	69.31 	5.24 	9.01 	0.04 	0.67 	0.00 	460	50	60	40	360	70	30	80	540	0 1 0
0.73 	0.27 	13.66 	69.72 	4.52 	9.41 	0.04 	0.64 	0.00 	410	20	120	0	290	40	30	60	510	0 1 0
1.37 	0.10 	13.52 	71.09 	5.26 	6.79 	0.04 	0.83 	0.00 	620	30	100	30	410	50	30	120	430	0 1 0
1.28 	0.18 	14.67 	69.73 	5.41 	6.14 	0.06 	1.54 	0.36	26440	20	70	60	340	50	30	60	360	0 1 0
1.46 	0.34 	12.80 	71.23 	5.13 	6.59 	0.04 	1.41 	0.29	17720	60	70	50	360	70	20	50	450	0 1 0
1.99 	0.25 	12.67 	72.76 	5.22 	5.04 	0.04 	1.05 	0.16	9200	50	110	30	440	90	30	60	310	0 1 0
1.48 	0.19 	13.07 	72.17 	5.59 	5.39 	0.03 	1.08 	0.25	15600	20	90	50	310	80	30	40	310	0 1 0
1.10 	0.15 	15.14 	70.84 	5.79 	4.69 	0.06 	1.23 	0.29	35020	30	60	20	430	50	40	60	490	0 1 0
0.93 	0.10 	15.19 	70.78 	5.92 	4.86 	0.07 	1.15 	0.45	58450	70	120	50	320	20	30	50	1130	0 1 0
1.10 	0.10 	14.69 	70.55 	5.36 	5.83 	0.04 	1.33 	0.28	32560	40	60	40	360	30	30	70	450	0 1 0
1.42 	0.32 	14.04 	70.22 	3.67 	8.76 	0.04 	0.54 	0.05	4230	50	40	50	300	60	30	50	780	0 1 0
0.96 	0.35 	13.11 	70.39 	3.60 	9.17 	0.06 	1.37 	0.49	28550	60	100	120	200	30	20	40	540	0 1 0
1.61 	0.10 	12.40 	71.22 	3.25 	9.45 	0.04 	0.93 	0.13	10080	60	50	70	240	70	30	120	480	0 1 0
1.81 	0.13 	13.12 	74.01 	4.35 	4.65 	0.05 	0.87 	0.09	4610	70	60	60	350	60	30	50	530	0 1 0
1.31 	0.08 	13.76 	73.10 	5.29 	3.96 	0.03 	1.46 	0.36	18170	0	90	350	480	60	20	80	340	0 1 0
0.77 	0.29 	14.37 	69.69 	6.43 	4.89 	0.11 	2.43 	0.35	25110	50	60	70	240	80	30	50	630	0 1 0
2.15 	0.26 	13.97 	70.14 	3.86 	6.49 	0.09 	2.04 	0.31	25520	60	60	270	290	50	30	50	620	0 1 0
1.00 	0.16 	13.72 	70.73 	5.25 	7.52 	0.03 	0.59 	0.03	1940	30	40	20	350	50	30	70	510	0 1 0
0.64 	0.29 	14.10 	69.67 	4.95 	8.24 	0.06 	1.04 	0.3	16180	0	80	110	280	20	30	60	350	0 1 0
2.07 	0.31 	23.01 	69.32 	2.96 	0.32 	0.07 	0.96 	0.00 	530	10	90	50	340	40	40	70	390	0 0 1
2.68 	0.05 	12.95 	70.10 	2.86 	9.02 	0.02 	1.32 	0.00 	790	60	100	50	280	120	30	70	530	0 0 1
2.79 	0.16 	12.77 	66.75 	2.73 	10.55 	0.04 	3.22 	0.63 	690	30	90	40	230	110	30	70	640	0 0 1
3.03 	0.23 	12.99 	69.86 	2.95 	8.60 	0.04 	1.30 	0.00 	980	60	100	30	300	120	30	60	480	0 0 1
3.48 	0.36 	13.45 	64.42 	2.83 	9.19 	0.04 	5.23 	0.92 	1070	40	130	40	300	90	30	70	630	0 0 1
2.77 	0.04 	13.04 	70.24 	2.91 	8.63 	0.03 	1.35 	0.00 	850	60	110	30	300	130	30	50	540	0 0 1
2.76 	0.26 	13.36 	66.70 	3.45 	7.30 	0.04 	5.14 	1.10 	830	60	110	90	300	80	30	120	460	0 0 1
3.07 	0.24 	13.22 	69.47 	3.02 	8.73 	0.03 	1.23 	0.00 	950	70	80	20	340	140	30	70	540	0 0 1
3.38 	0.31 	13.16 	66.39 	3.22 	7.99 	0.03 	4.53 	0.98 	940	30	110	250	340	130	20	50	520	0 0 1
3.62 	0.39 	19.77 	69.31 	4.16 	0.56 	0.06 	1.13 	0.00 	620	70	180	90	440	50	30	100	250	0 0 1
2.45 	0.09 	12.66 	72.88 	3.49 	6.57 	0.03 	0.83 	0.00 	570	50	90	30	310	110	30	70	1190	0 0 1
1.88 	0.06 	11.03 	68.98 	3.30 	8.57 	0.03 	5.14 	1.09 	730	50	110	210	290	100	20	60	1500	0 0 1
2.09 	0.05 	23.11 	69.30 	2.92 	0.42 	0.03 	1.08 	0.00 	640	60	70	50	400	40	40	90	230	0 0 1
2.20 	0.07 	12.68 	72.54 	3.18 	7.58 	0.03 	0.72 	0.00 	600	20	90	20	310	140	30	70	1460	0 0 1
2.54 	0.24 	12.13 	72.31 	3.23 	7.39 	0.03 	1.12 	0.19 	660	20	80	20	320	150	20	50	1950	0 0 1
1.95 	0.30 	24.29 	68.80 	2.29 	0.18 	0.10 	1.09 	0.00 	570	70	80	20	400	40	40	90	200	0 0 1
2.92 	0.21 	13.31 	71.48 	3.01 	7.26 	0.03 	0.79 	0.00 	710	70	110	50	360	150	30	80	530	0 0 1
2.84 	0.33 	12.85 	65.80 	2.93 	8.70 	0.05 	5.49 	1.01 	770	80	110	470	330	100	30	70	730	0 0 1
3.34 	0.16 	12.62 	71.18 	2.86 	8.13 	0.03 	0.69 	0.00 	690	50	110	10	350	180	30	60	560	0 0 1
2.40 	0.24 	11.27 	65.52 	2.60 	10.42 	0.04 	6.49 	1.33 	890	70	120	760	280	100	20	50	610	0 0 1
4.29 	0.06 	12.70 	74.32 	2.93 	3.99 	0.01 	0.70 	0.00 	580	50	40	50	390	150	30	50	420	0 0 1
3.46 	0.58 	10.85 	66.70 	2.80 	7.05 	0.06 	7.50 	2.14 	770	80	50	180	310	90	20	40	690	0 0 1
2.27 	0.30 	21.68 	70.56 	2.44 	0.29 	0.08 	1.39 	0.00 	560	50	90	50	340	40	30	110	290	0 0 1
3.40 	0.15 	12.39 	72.65 	2.66 	6.93 	0.04 	0.79 	0.00 	870	70	60	10	300	170	20	60	1090	0 0 1
3.11 	0.06 	12.11 	70.59 	2.55 	7.71 	0.04 	2.83 	0.49 	710	50	60	10	280	140	30	70	1040	0 0 1
1.56 	0.07 	12.27 	73.65 	4.76 	5.44 	0.03 	1.22 	0.00 	980	40	90	30	370	50	40	60	410	0 0 1
1.86 	0.31 	13.83 	71.70 	5.03 	4.62 	0.04 	1.60 	0.47 	23380	40	110	210	340	40	30	80	560	0 0 1
1.18 	0.49 	19.17 	71.83 	3.91 	0.41 	0.14 	1.86 	0.00 	620	50	130	30	610	40	50	90	390	0 0 1
3.78 	0.13 	14.11 	69.76 	4.80 	5.55 	0.03 	0.84 	0.00 	650	40	110	40	460	140	40	100	550	0 0 1
4.54 	0.00 	11.10 	70.24 	7.10 	5.20 	0.03 	0.95 	0.00 	760	90	110	90	430	130	20	60	340	0 0 1
1.04 	0.48 	20.43 	71.08 	3.39 	0.46 	0.33 	1.80 	0.00 	290	50	80	60	240	70	40	260	510	0 0 1
1.97 	0.36 	12.94 	72.24 	3.88 	6.62 	0.04 	0.95 	0.00 	690	60	70	60	250	100	30	140	680	0 0 1
1.28 	0.32 	12.06 	69.67 	4.06 	6.46 	0.04 	5.11 	0.31 	810	60	60	80	240	70	30	180	570	0 0 1
3.24 	0.14 	13.61 	70.81 	4.14 	6.13 	0.01 	0.93 	0.00 	650	40	80	20	360	90	30	80	610	0 0 1
3.32 	0.25 	12.69 	69.01 	4.00 	6.50 	0.04 	3.19 	0.88 	730	30	80	420	320	60	30	60	970	0 0 1
6.08 	0.00 	11.73 	71.96 	3.41 	5.04 	0.02 	0.83 	0.00 	600	330	110	60	310	60	20	70	290	0 0 1
2.84 	0.00 	13.07 	74.31 	3.27 	4.69 	0.02 	0.80 	0.00 	590	4130	120	250	310	70	20	60	300	0 0 1
2.79 	0.00 	12.76 	73.65 	3.19 	5.07 	0.02 	1.53 	0.08 	770	240	100	0	340	80	20	60	260	0 0 1
3.59 	0.00 	12.58 	74.18 	2.91 	5.02 	0.03 	0.69 	0.00 	550	10	60	30	360	110	20	50	410	0 0 1
4.63 	0.00 	11.87 	73.89 	2.86 	4.97 	0.02 	0.86 	0.01 	630	40	60	50	320	110	30	60	390	0 0 1
3.31 	0.01 	12.17 	74.60 	3.03 	5.12 	0.02 	0.74 	0.00 	580	60	90	0	440	100	40	60	300	0 0 1
3.52 	0.13 	12.22 	69.72 	2.91 	7.19 	0.02 	3.29 	1.15 	740	40	100	460	400	100	30	70	560	0 0 1
3.49 	0.10 	12.43 	73.07 	2.42 	6.77 	0.03 	0.69 	0.00 	500	10	50	40	240	120	20	50	610	0 0 1
3.41 	0.03 	12.81 	69.03 	2.59 	7.57 	0.04 	3.52 	0.48 	640	20	70	80	250	100	30	60	720	0 0 1
2.99 	0.14 	12.59 	71.30 	4.13 	6.61 	0.03 	1.21 	0.00 	890	50	120	20	430	100	30	70	440	0 0 1
2.66 	0.06 	12.72 	66.85 	3.99 	7.70 	0.04 	4.97 	0.81 	960	20	100	130	390	80	30	80	840	0 0 1
2.10 	0.22 	24.92 	67.06 	2.97 	0.31 	0.07 	1.35 	0.00 	800	20	80	40	430	30	30	80	370	0 0 1
3.66 	0.11 	12.83 	71.11 	3.15 	7.38 	0.02 	0.75 	0.00 	780	20	90	30	330	160	30	70	850	0 0 1
3.64 	0.00 	11.96 	68.86 	3.23 	7.24 	0.03 	4.05 	0.62 	770	0	90	110	300	110	30	60	680	0 0 1
3.70 	0.16 	20.68 	69.54 	3.49 	0.31 	0.08 	1.05 	0.00 	680	50	160	50	360	50	30	90	150	0 0 1
3.34 	0.22 	12.62 	71.91 	2.63 	7.46 	0.02 	0.80 	0.00 	690	30	110	70	320	150	40	80	730	0 0 1
3.78 	0.19 	12.04 	69.71 	2.77 	6.88 	0.04 	3.58 	0.70 	710	20	110	60	300	110	30	60	820	0 0 1
2.99 	0.01 	12.13 	73.67 	3.38 	6.13 	0.03 	0.66 	0.00 	560	0	90	40	370	140	30	50	440	0 0 1
3.11 	0.06 	12.16 	69.40 	3.71 	5.91 	0.04 	4.61 	0.54 	640	20	110	150	370	110	20	40	560	0 0 1
1.87 	0.28 	12.25 	70.96 	4.46 	8.08 	0.03 	1.07 	0.00 	860	50	90	50	310	150	30	70	440	0 0 1
1.93 	0.25 	12.50 	64.31 	3.99 	10.56 	0.03 	5.44 	0.26 	1010	40	70	20	290	100	20	70	2040	0 0 1
3.18 	0.06 	13.15 	71.74 	2.57 	7.40 	0.02 	0.88 	0.00 	790	40	80	0	300	110	30	50	400	0 0 1
3.00 	0.09 	12.48 	66.47 	2.14 	11.22 	0.03 	3.57 	1.02 	650	40	100	20	190	130	20	50	690	0 0 1
0.79 	1.82 	11.51 	74.65 	4.81 	4.92 	0.04 	0.45 	0.00 	340	0	5060	170	310	100	40	90	290	0 0 1
0.71 	1.70 	11.79 	74.29 	4.72 	5.34 	0.04 	0.41 	0.02 	330	50	5410	150	270	120	40	90	330	0 0 1
2.78 	0.14 	21.76 	68.64 	3.79 	0.60 	0.07 	1.22 	0.00 	510	40	70	0	400	30	40	80	150	0 0 1
6.62 	0.00 	11.07 	69.68 	3.67 	7.04 	0.02 	1.08 	0.00 	600	30	110	20	310	90	30	60	260	0 0 1
2.23 	0.15 	12.62 	68.16 	3.66 	7.60 	0.04 	4.55 	0.37 	660	20	90	50	310	70	30	50	440	0 0 1
3.06 	0.06 	12.78 	70.68 	3.68 	7.96 	0.06 	0.72 	0.03 	730	110	130	0	270	140	40	160	660	0 0 1
3.45 	0.27 	22.44 	68.86 	2.64 	0.35 	0.04 	0.95 	0.00 	490	0	80	40	390	50	40	80	90	0 0 1
3.53 	0.00 	13.28 	69.12 	2.55 	8.53 	0.03 	1.96 	0.89 	660	30	120	80	290	140	20	50	570	0 0 1
2.58 	1.39 	12.91 	65.36 	1.94 	13.00 	0.03 	1.79 	0.10 	640	10	120	110	200	220	30	70	840	0 0 1
3.28 	0.04 	13.63 	71.10 	2.54 	7.61 	0.02 	0.78 	0.00 	720	10	100	40	330	140	20	70	490	0 0 1
0.39 	0.25 	19.32 	73.02 	4.32 	0.63 	0.07 	1.00 	0.00 	520	0	50	0	380	0	40	80	120	0 0 1
1.09 	0.07 	13.01 	70.95 	6.43 	6.73 	0.03 	0.69 	0.00 	780	50	80	30	460	140	40	90	440	0 0 1
5.34 	0.24 	20.98 	68.87 	2.17 	0.41 	0.04 	0.94 	0.00 	600	40	110	50	360	100	30	90	130	0 0 1
3.90 	0.26 	13.39 	69.50 	2.83 	6.84 	0.03 	2.25 	0.21 	970	40	80	0	360	150	30	70	1180	0 0 1
3.76 	0.16 	13.42 	72.08 	2.92 	5.73 	0.04 	0.89 	0.00 	1500	10	80	20	410	170	40	70	1050	0 0 1
0.36 	0.68 	22.84 	69.63 	3.33 	0.15 	0.47 	1.55 	0.00 	160	50	70	10	210	90	40	330	230	0 0 1
2.22 	0.00 	14.12 	72.07 	4.67 	4.55 	0.03 	1.44 	0.12 	650	40	50	30	210	60	30	140	520	0 0 1
2.51 	0.00 	13.26 	73.60 	5.06 	3.79 	0.03 	0.75 	0.00 	540	50	60	30	260	70	20	130	400	0 0 1
0.96 	0.35 	21.19 	71.17 	3.25 	0.61 	0.19 	1.29 	0.00 	360	20	80	70	340	40	40	210	230	0 0 1
1.69 	0.06 	11.40 	69.80 	3.63 	6.82 	0.05 	5.55 	0.17 	530	50	190	50	200	50	30	160	460	0 0 1
2.81 	0.24 	12.39 	73.38 	4.06 	5.30 	0.02 	0.80 	0.00 	520	50	260	50	290	90	30	100	400	0 0 1
1.59 	0.41 	22.38 	69.62 	3.22 	0.22 	0.10 	1.45 	0.00 	660	70	70	0	510	40	50	110	440	0 0 1
2.71 	0.12 	13.90 	72.11 	4.70 	3.78 	0.03 	1.65 	0.88 	750	30	110	50	410	80	30	110	470	0 0 1
2.73 	0.11 	13.80 	73.13 	4.55 	3.77 	0.02 	0.89 	0.00 	670	40	100	30	430	90	40	80	390	0 0 1
2.10 	0.18 	21.59 	70.01 	3.22 	1.07 	0.04 	0.78 	0.00 	630	60	90	20	450	50	30	80	280	0 0 1
2.44 	0.45 	11.07 	67.40 	2.91 	9.21 	0.04 	5.46 	0.53 	700	40	130	140	270	150	30	60	870	0 0 1
3.04 	0.15 	12.56 	73.54 	3.57 	5.40 	0.02 	0.72 	0.00 	590	30	80	30	340	110	30	50	500	0 0 1
1.69 	0.40 	23.82 	68.03 	3.06 	0.42 	0.10 	1.49 	0.00 	750	60	70	50	560	140	30	70	210	0 0 1
3.35 	0.24 	12.64 	68.01 	3.23 	8.51 	0.04 	2.98 	0.52 	800	50	120	370	380	160	30	60	910	0 0 1
3.66 	0.15 	13.30 	69.41 	3.71 	6.09 	0.03 	2.64 	0.20 	900	40	110	200	410	140	30	60	620	0 0 1
3.67 	0.13 	13.11 	72.18 	3.59 	5.58 	0.02 	0.72 	0.00 	890	40	100	60	460	170	30	60	560	0 0 1
2.54 	0.00 	23.61 	69.02 	2.39 	0.41 	0.08 	0.95 	0.00 	590	80	120	80	330	60	40	100	170	0 0 1
3.16 	0.35 	12.73 	68.50 	2.52 	8.65 	0.03 	3.07 	0.51 	730	50	90	170	320	170	30	60	680	0 0 1
3.62 	0.46 	12.10 	65.06 	2.49 	9.56 	0.04 	5.66 	0.40 	710	130	210	1150	270	150	20	80	640	0 0 1
3.15 	0.09 	12.91 	73.06 	2.60 	6.33 	0.03 	0.83 	0.00 	580	70	80	40	340	160	40	80	410	0 0 1
1.88 	0.25 	23.37 	69.01 	3.02 	0.48 	0.05 	0.92 	0.00 	470	50	70	0	360	20	40	80	70	0 0 1
