sex,age,cql,vitalCapacity,zxqdcs,a,zghqls,wzqdcsA,wzqdcsB,wzqdcsC,wzqdcsd,BMI,label
10,3,1.5947673,1.11546841,1.005181347,0.7578125,0.8222464559999999,0.69650655,0.824203822,0.5423280420000001,0.45333333299999995,25.951557093425606,0
1,5,1.033514285,0.862348178,0.865384615,0.845070423,0.846289753,0.554896142,0.882011605,0.45731707299999996,0.453703704,25.96952908587257,0
10,2,1.708842669,0.965844402,1.06122449,0.919449902,0.8895582329999999,1.131313131,0.970657277,0.48631579,0.455958549,25.0,0
1,2,1.169277737,0.934718101,0.9523809520000001,0.8888888890000001,0.739583333,0.6752688170000001,0.795,0.501182033,0.456521739,23.83300460223537,0
10,3,1.389611729,0.875816994,0.902061856,0.8706467659999999,0.720348205,0.756989247,0.783715013,0.530373832,0.457286432,16.806134238997235,0
1,6,1.5823056030000002,1.284644195,1.311111111,0.860058309,1.4074074069999998,1.034591195,1.586337761,0.502212389,0.45762711899999997,26.672763298277697,0
1,6,1.274316825,0.956521739,0.9094827590000001,0.799242424,0.718543046,0.650793651,0.813559322,0.538106236,0.457711443,25.71166207529844,0
1,7,1.0261848470000001,0.768421053,0.8815789470000001,0.9178082190000001,0.624750499,0.7897196259999999,0.6819172109999999,0.448598131,0.458715596,21.64412070759625,0
1,5,1.3363232109999998,1.1,1.050632911,0.808441558,0.729064039,0.6932153390000001,0.8200371059999999,0.811004785,0.45945946,19.05197378448407,0
10,6,1.414780699,0.958064516,1.111111111,0.9090909090000001,1.234794908,1.477966102,1.385714286,0.537037037,0.45945946,25.711008267078036,0
10,5,1.567126326,1.08423913,1.189830508,0.879699248,1.476372925,1.246376812,1.59796807,0.64362851,0.45989304799999997,20.202020202020204,0
1,6,1.1192873509999999,0.9,0.984375,0.913043478,0.868613139,0.9868852459999999,0.9520000000000001,0.567934783,0.460431655,23.495236874706308,0
1,5,1.411782849,1.204545455,1.112612613,0.77672956,0.913412564,0.680124224,0.9504761909999999,0.5735567970000001,0.46122449,25.390625,0
10,3,1.5255666769999998,0.9641255609999999,0.9811827959999999,0.848837209,0.953072626,0.8761467890000001,1.019455253,0.601092896,0.46274509799999997,26.64359861591696,0
10,5,1.4314267230000002,0.814903846,0.871257485,0.85840708,0.823599523,1.0296495959999998,0.914402174,0.62962963,0.46323529399999996,27.041644131963228,0
1,5,1.156114157,0.9254385970000001,1.010526316,0.909952607,0.785321101,0.8110749190000001,0.8176352709999999,0.3897280970000001,0.46363636399999997,30.297783933518005,0
10,4,1.461409534,0.9100877190000001,0.890374332,0.8024096390000001,1.180400891,0.713947991,1.1143958870000001,0.422680412,0.46666666700000003,18.49649887699828,0
10,5,1.7434778080000002,1.051918736,1.1509971509999999,0.86695279,0.988412515,1.256756757,1.0289473679999999,0.46713615,0.472049689,25.564953919959606,0
1,3,1.22333347,0.91954023,0.960264901,0.90625,0.845705968,0.833702883,0.96192053,0.692307692,0.473684211,17.527815881725342,0
1,4,1.5130482969999999,1.3359999999999999,1.440758294,0.9101796409999999,1.038664323,1.132183908,1.055662188,0.6076555020000001,0.47619047600000003,26.753212578395683,0
1,5,1.223406988,1.07860262,1.109947644,0.858299595,0.8954128440000001,0.8312101909999999,0.974051896,0.5045317220000001,0.476635514,23.68317179071093,0
10,4,1.553328945,0.9639639640000001,1.008174387,0.864485981,1.086614173,1.032941176,1.203125,0.509769094,0.47761194,26.674874320303694,0
1,5,1.505332871,1.128617363,1.172932331,0.8888888890000001,0.8235294120000001,1.065217391,0.94159292,0.61971831,0.477987421,25.402816083611555,0
1,5,1.221508083,1.022900763,1.009049774,0.832089552,0.97948718,0.647058824,1.022770398,0.52283105,0.480582524,23.83300460223537,0
1,4,1.3482566969999998,1.058823529,1.08045977,0.87037037,0.9357366770000001,0.843085106,1.021352313,0.7138728320000001,0.480916031,17.68978885166924,0
1,2,1.314006009,1.044117647,1.077702703,0.898591549,0.803254438,0.795154185,0.8881469120000001,0.544692737,0.481203008,22.15102250702108,0
1,6,1.268732322,0.9921568629999999,1.014084507,0.8537549409999999,0.925734024,0.759075908,0.92248062,0.745,0.481707317,21.218317194552675,0
10,3,1.4854955669999999,0.845188285,0.921717172,0.903465347,0.975268817,0.826666667,0.920099875,0.592783505,0.48192771100000004,19.59183673469388,0
1,3,1.436132732,0.968253968,1.027355623,0.923497268,1.190344828,1.155021834,1.3808,0.5500982320000001,0.482758621,26.29757785467128,0
1,4,1.088466208,0.956521739,0.9441860470000001,0.838842975,0.757417103,0.60724234,0.8250950570000001,0.6627450979999999,0.48458149799999994,26.222222222222214,0
1,3,1.1755984640000001,0.8291139240000001,0.9264705879999999,0.961832061,0.762711864,0.595588235,0.732173913,0.6139534879999999,0.487179487,23.4375,0
1,5,1.42081786,1.023728814,1.172,0.970198675,0.976038339,1.0965909090000001,1.059891107,0.600529101,0.487654321,21.936347412254616,0
10,3,1.588313506,1.086580087,1.005141388,0.778884462,0.8154180240000001,0.7186147190000001,0.8667512690000001,0.664756447,0.48920863299999995,26.64359861591696,0
1,5,1.295266056,1.041522491,0.8852459020000001,0.717607973,0.906300485,0.43452381,0.650735294,0.6880341879999999,0.48947368399999996,25.71166207529844,0
1,5,1.2658302670000001,1.093117409,1.077294686,0.8259259259999999,0.9312169309999999,0.672897196,1.0272373540000002,0.554603854,0.48947368399999996,22.892819979188342,0
10,5,1.402117338,1.002881844,1.024647887,0.8362068970000001,0.86328125,0.794366197,0.8686567159999999,0.596899225,0.49137931,26.89767018709703,0
10,3,1.6390911080000001,1.214285714,1.17251462,0.8133874240000001,0.990610329,0.93144208,1.053206003,0.644314869,0.4916666670000001,28.60476495163537,0
10,7,1.5430932590000002,0.9542857140000001,1.04887218,0.8353293409999999,0.790257104,1.152941176,0.835843373,0.846368715,0.492424242,31.86162949476559,0
1,5,1.714992227,1.219444444,1.220064725,0.8587699320000001,1.413597734,1.115384615,1.591666667,0.5355191260000001,0.492753623,23.620287912158066,0
1,6,1.367264655,1.1512605040000001,1.150753769,0.8357664229999999,1.043010753,0.907284768,1.021782178,0.6076555020000001,0.49468085100000003,28.76397107166337,0
1,6,1.349563991,1.118181818,1.236263736,0.9146341459999999,1.1921641790000002,1.0069686409999998,1.253061224,0.597468354,0.49624060200000003,27.76709812465291,0
1,3,1.348177074,1.125806452,1.127340824,0.8624641829999999,0.83775351,0.797066015,0.914185639,0.963882618,0.497560976,20.82999519307803,0
10,3,1.53338731,0.98206278,1.026809651,0.874429224,0.929844098,1.029345372,1.0272373540000002,0.5958083829999999,0.5,24.15881796855853,0
1,4,1.423142237,1.181184669,1.216326531,0.8790560470000001,1.021172638,0.933687003,1.10707804,0.534883721,0.5,25.964542172096227,0
1,6,1.125347843,0.981132075,0.942528736,0.788461538,0.694497154,0.496350365,0.637681159,0.495391705,0.5,25.63116749967961,0
1,3,1.315817286,1.105610561,1.065384615,0.826865672,1.107594937,0.7121588090000001,1.217314488,0.641330166,0.5,26.370238143535232,0
1,3,1.2946116,1.0142857140000001,0.904290429,0.7718309859999999,0.772793053,0.52886836,0.792358804,0.5717647060000001,0.502564103,21.04804761213529,0
1,6,1.2879926720000001,1.008,1.062200957,0.880952381,0.935314685,0.825806452,1.035019455,0.699468085,0.503184713,27.239224483255892,0
1,6,1.490747633,1.278969957,1.365979381,0.889261745,1.536231884,1.5802047780000001,1.68,0.656509695,0.5035971220000001,20.134779750164363,0
10,5,1.529358319,1.145502646,1.0811688309999998,0.769053118,0.879202989,0.7398373979999999,0.8830242509999999,0.5541666670000001,0.504098361,20.820939916716245,0
10,2,1.443043167,0.8201581029999999,0.869767442,0.901204819,1.003061224,0.7718253970000001,1.073229292,0.809968847,0.505154639,19.817677368212443,0
10,4,1.375106028,0.980978261,0.980392157,0.831024931,1.04375,0.712793734,1.1038961040000002,0.791122715,0.506329114,23.828125,0
1,2,1.1211070859999999,0.851540616,0.852564103,0.875,0.81061693,0.620545073,0.871544715,0.81030445,0.5064935070000001,19.53125,0
1,2,1.146301274,0.8222222220000001,0.830670927,0.878378378,0.5620542079999999,0.5904139429999999,0.64274062,0.655367232,0.5066666670000001,18.218322427126715,0
10,6,1.615325911,0.9436274509999999,1.0379746840000001,0.851948052,0.67364532,1.1493902440000001,0.7565698479999999,0.546195652,0.507575758,26.79493801652893,0
10,3,1.444434103,1.106435644,0.98265896,0.760626398,0.789534884,0.643340858,0.813351499,0.592255125,0.508982036,26.171875,0
10,2,1.542596805,0.972457627,0.9825436409999999,0.8583878,0.8742004259999999,0.93736952,0.995,0.7410256409999999,0.509433962,27.681660899653977,0
10,4,1.6451937540000001,1.06993007,1.117816092,0.847494553,0.9395348840000001,1.081424936,1.066666667,0.649446495,0.510121458,23.661438615467826,0
1,3,1.3172259590000002,1.203883495,1.086142322,0.779569893,0.8953125,0.595294118,0.8989547040000001,0.8,0.5103448279999999,20.811654526534856,0
1,2,1.3348366390000002,1.096866097,1.035947712,0.8233766229999999,1.023154848,0.645021645,0.935855263,0.63800905,0.511627907,21.218317194552675,0
10,3,1.6647849680000002,1.1444444440000001,1.175853018,0.869902913,1.195819582,1.205240175,1.380952381,0.852601156,0.511811024,24.092970521541954,0
1,3,1.379640525,0.99137931,1.0,0.875362319,0.827034884,0.9103448279999999,0.9251247920000001,0.788690476,0.513513514,31.22130394857668,0
1,4,1.397508334,0.98265896,1.033444816,0.9088235290000001,1.097525473,1.0265060240000001,1.261744966,0.7044247790000001,0.514925373,23.030045351473927,0
1,6,1.4143707369999998,1.196,1.224880383,0.8561872909999999,1.027972028,1.038709677,1.143968872,0.607792208,0.516129032,20.028841531805803,0
1,5,1.3185747829999999,0.9550173009999999,0.9303278690000001,0.822463768,0.893376414,0.607142857,0.961397059,0.72693032,0.5166666670000001,31.58861340679523,0
10,2,1.537693421,0.828571429,0.828767123,0.834482759,0.8597376390000001,0.6938775509999999,0.780918728,0.574519231,0.518324607,26.85185185185185,0
10,3,1.415124236,0.8893709329999999,0.8250652740000001,0.770731707,0.66995614,0.604494382,0.7044585990000001,0.8292682929999999,0.52293578,22.647376960519203,0
