,0
130,0.36113385442298207
131,0.07540992127090451
132,-0.2446877731289796
133,0.2152053479911491
134,0.8128050509931162
135,0.48472152604822893
136,-0.7270774163924878
137,0.8579126554105476
138,-0.07037154049788541
139,-0.7222465789987618
140,0.6889760997586281
141,-0.4908732024095417
142,0.10986432760549558
143,0.0034179986541866825
144,0.4466318323204468
145,-0.07897064325125946
146,-0.9079049202175414
147,-0.9477056845338847
148,-0.3537327454606517
149,0.6463760628216286
150,-0.7054592283206949
151,-0.8782727086029264
152,-0.5048843474651679
153,0.9421799761706584
154,-0.08387753617398552
155,-0.05001047402651526
156,-0.6304863581206309
157,-0.34845833028728757
158,0.5721089712413838
159,0.9771505587443876
160,-0.020989865690167697
161,0.814390355777453
162,0.08721927068290913
163,-0.16779867314692354
164,0.9391489010795624
165,0.8242585010605603
166,0.012351721893302248
167,0.7626727152667259
168,-0.755496375426542
169,-0.4708029470086976
170,0.5352729420445246
171,-0.8185115998539805
172,0.7930416999173671
173,0.431727869264122
174,-0.8111873212810552
175,0.9378589373188895
176,0.701236715949676
177,0.9792513841167505
178,0.7145305786886984
179,-0.004837721730402755
180,-0.8050075711312166
181,0.8147669379343669
182,0.13860354240547257
183,-0.5016840547825114
184,0.6000892996814637
185,-0.2248767383359891
186,0.0036396087300660795
187,-0.1574951159207557
188,0.8480302050122679
189,0.2818606877881493
190,0.0008998215466684556
191,-0.94015806735033
192,0.8550699906072017
193,-0.8184826916004029
194,0.028696448466075886
195,-0.9102876755680941
196,-0.09642949987737837
197,0.9109207365191203
198,-0.13420108360651384
199,0.31871823426241375
200,-0.5999693155279552
201,0.5584931838063354
202,0.08048394562256167
203,-0.639928628204126
204,0.08456692351600292
205,0.1147355769495837
206,-0.4790972912042526
207,0.4074211540049659
208,-0.5314270118304196
209,0.7573608087706807
210,0.41176961099414866
211,-0.6732847593213547
212,-0.8368791889214274
213,0.1562233315772812
214,0.048953206805980365
215,-0.01675263097145052
216,-0.5057222695863923
217,-0.0921685425093336
218,-0.3127063904019115
219,-0.1638626803118789
220,0.7663526465401842
221,0.8077827038700194
222,-0.3451826377267432
223,-0.9128400061380865
224,-0.7633776594214934
225,-0.13375524085030677
226,-0.5469457372112791
227,-0.8749921284613648
228,-0.7388470095052424
229,-0.6471142067645254
230,0.9361395816844578
231,-0.8980178802614772
232,0.561685072233828
233,0.4100892367985618
234,0.2585975902854678
235,-0.248777247928895
236,-0.010068565907137561
237,0.8912618127841299
238,0.21686033060730492
239,-0.7948650656600316
240,0.1379261952020585
241,0.3151923810002917
242,-0.20505539193914513
243,0.3474920793620371
244,-0.9605277764954501
245,0.4659420688731095
246,0.5592697727462581
247,-0.5713891855296249
248,0.5008131116870973
249,0.44432203305727347
250,-0.8446436478091374
251,-0.1948900578883308
252,-0.10809138739381396
253,0.8605939108310314
254,0.40610025543273265
255,-0.5269093372496765
256,0.05268290795930941
257,-0.7843313152888809
258,-0.9098193022554905
259,-0.12832984710722706
260,-0.8603785592430401
261,0.561688529303328
262,0.749204449331893
263,-0.8496540740029238
264,0.9768136136774306
265,-0.7402452749086998
266,0.8578354673932631
267,-0.35643581618177345
268,0.11212769484900509
269,0.2562577502804324
270,-0.12913349655668427
271,-0.6409678948214023
272,0.9514403924775241
273,-0.5562710033735931
274,0.9872682090779605
275,-0.692660739799164
276,-0.6892877128508006
277,-0.037417502326294816
278,0.1588261472829029
279,-0.6874015238106705
280,-0.18528917984036142
281,-0.15859309311488545
282,-0.22042439044786666
283,0.11845627780128343
284,0.03080418797743878
285,-0.7022872478451505
286,-0.31046036811054845
287,-0.43708078375699466
288,-0.9359531383500439
289,-0.582772302114138
290,-0.8308944651751061
291,-0.5005683750083558
292,-0.7065325887957987
293,-0.9831222290731141
294,-0.3307103911253927
295,0.627374697547397
296,-0.157403861206885
297,0.37762145333354047
298,0.9051173301076094
299,-0.053166420852137186
300,-0.791195267176487
301,0.4400692415258063
302,0.413716000727296
303,0.5052713008305818
304,-0.10244551606313934
305,-0.5375146131966893
306,0.8363201569414185
307,0.8185797279649891
308,-0.741388670843502
309,-0.4560695128461574
310,-0.5460496409550202
311,0.4711012682646891
312,0.18648687560817234
313,0.26655844648356575
314,-0.6005601167845761
315,0.6390580427365913
316,0.3270595469194515
317,0.022947699515452946
318,-0.3481071993144512
319,0.728805355096023
320,-0.5132189247971453
321,-0.672281315096656
322,-0.463487489923462
323,0.5921590206670468
324,-0.08153358344833805
325,-0.3441943926869152
326,0.48984478383793784
327,-0.5675941576836752
328,-0.10928252665050409
329,0.38718960843055283
330,-0.4531872705575011
331,0.7667568256484516
332,0.5990375756930582
333,-0.5084369632135917
334,0.7349591772246116
335,-0.19903830286974622
336,-0.3019369632582951
337,0.4098209562844324
338,-0.29530171439950803
339,0.2818727279267528
340,-0.6524832741166137
341,0.6319553742395454
342,-0.3871111687156906
343,0.6892021801829988
344,-0.8315449902875719
345,0.1792848461653247
346,-0.7696345975886165
347,0.6134486679270466
348,0.1591688143959289
349,-0.09543326781491246
350,-0.1772064917447117
351,-0.12368026744366489
352,0.07769361369888816
353,-0.02439645005453972
354,0.5608165729289225
355,0.5676564445393217
356,-0.9086870523895935
357,0.5438908202615624
358,0.21548703955075266
359,-0.5734554402069878
360,0.2751014612645346
361,-0.5350314836213435
362,0.13302013674438418
363,0.946678577264505
364,-0.49299703517547355
365,0.7335536996589214
366,0.11496118053678206
367,0.8432793570542143
368,-0.09048369796525535
369,-0.4377733301452795
370,-0.7334172646229644
371,-0.1348596553462641
372,-0.18166694586476517
373,-0.026605875092919895
374,0.468810721302352
375,0.21114376816581992
376,0.5496962532310561
377,-0.7717007926613328
378,-0.7725933722434453
379,-0.9992356896172669
380,0.785186701571545
381,0.7502845451320572
382,0.7695180705046079
383,0.40994368225168243
384,-0.12462112678948423
385,-0.28112540486828697
386,-0.635617841351564
387,0.6496081843855437
388,0.4636658866305914
389,-0.27259085394712845
390,0.2457726969055145
391,0.836922581104117
392,-0.6196177488451525
393,0.2758046768845521
394,0.7823913628575612
395,0.6689110895666806
396,0.47671364178400166
397,0.09534910605398128
398,0.25183460866912033
399,0.511996552705662
400,-0.4273553916023788
401,0.25758586101489844
402,0.1118347976158498
403,-0.015247732855312002
404,0.7789693408897322
